IMO,Vessel_Name,AIS_Timestamp,AIS_Longtitude,AIS_Latitude,AIS_Speed_Over_Ground,AIS_Heading,AIS_Breadth_Moulded,AIS_Breadth_Extreme,AIS_Length_Overall,AIS_East,AIS_North
9264348,VETLEFJORD,2020-01-27 13:26:18,9.088513333333333,63.97811666666666,0.025029403588306992,354.0,9.0,0.0,25.75,11146.46368424804,108192.05298168863
9264348,VETLEFJORD,2020-01-27 13:32:38,9.088456666666668,63.97812833333333,0.01567864044560646,353.0,9.0,0.0,25.75,11143.819498757308,108193.60601169337
9264348,VETLEFJORD,2020-01-27 13:33:41,9.088428333333333,63.97813166666667,0.044307312557852516,354.0,9.0,0.0,25.75,11142.471570687949,108194.10486075656
9264348,VETLEFJORD,2020-01-27 13:38:49,9.08849,63.97814166666667,0.020315699419371124,354.0,9.0,0.0,25.75,11145.583615967947,108194.93557675742
9264348,VETLEFJORD,2020-01-27 13:44:09,9.088443333333334,63.97814,0.013928860691144705,354.0,9.0,0.0,25.75,11143.289537588249,108194.9623202635
9264348,VETLEFJORD,2020-01-27 13:45:08,9.088461666666666,63.97811833333334,0.08490317384778708,354.0,9.0,0.0,25.75,11143.960103087302,108192.47264566738
9264348,VETLEFJORD,2020-01-27 13:51:10,9.08921,63.97773,0.3045606959178072,216.0,9.0,0.0,25.75,11176.458438353264,108145.94466559682
9264348,VETLEFJORD,2020-01-27 13:54:12,9.077463333333334,63.96385833333333,17.62221061875489,206.0,9.0,0.0,25.75,10459.722651516497,106658.65666493773
9264348,VETLEFJORD,2020-01-27 13:57:12,9.057578333333334,63.94772166666666,22.093779697624193,224.0,9.0,0.0,25.75,9321.461468692578,104957.09973206
9264348,VETLEFJORD,2020-01-27 14:00:35,9.022351666666667,63.933415000000004,22.512505718754326,228.0,9.0,0.0,25.75,7451.523159876408,103529.58925160114
9264348,VETLEFJORD,2020-01-27 14:03:18,8.993798333333332,63.92218833333333,22.400828154606533,227.0,9.0,0.0,25.75,5938.476416581776,102414.36131726114
9264348,VETLEFJORD,2020-01-28 13:00:13,8.896625,63.92481,17.446394218695065,76.0,9.0,0.0,25.75,1216.6354538919984,103158.00659647213
9264348,VETLEFJORD,2020-01-28 13:00:30,8.897288333333334,63.92491833333334,3.969330453563715,72.0,9.0,0.0,25.75,1250.2094079285162,103166.92272282671
